"Год продажи,""Неделя продажи"",""Город"",""ЖК"",""Корпус"",""Накопленная сумма продаж"",""Накопленная себестоимость"",""Накопленный объем проданных кв.м."",""Выручка за неделю"",""Количество проданных помещений за"",""Сумма проданных кв.м. за неделю"""
2025.0,9.0,Екатеринбург,Энергетик,Корпус 3,257370672,205695760,1444.1,23042048,4,985229440
2025.0,9.0,Верхняя Пышма,Таёжный,Корпус 3,31724494,25802398,233.3,14663841,2,48866436
2025.0,9.0,Екатеринбург,Академический,Корпус 2,53022704,43648612,367.2,7209920.5,2,101709136
2025.0,9.0,Екатеринбург,Академический,Корпус 1,44230120,36438692,305.3,29085754,7,203853744
2025.0,9.0,Екатеринбург,Энергетик,Корпус 4,307014144,244914112,1697.9,39218352,8,2296033536
2025.0,9.0,Верхняя Пышма,Таёжный,Корпус 1,9407359.0,7619960.5,69.3,7619960.5,2,14172125
2025.0,9.0,Екатеринбург,Академический,Корпус 4,86432280,71182880,597.8,19944166,5,383880960
2025.0,9.0,Екатеринбург,Энергетик,Корпус 1,166966320,133620432,949.7,23179444,4,617130752
2025.0,9.0,Екатеринбург,Энергетик,Корпус 5,367110144,293206912,2008.2,48292792,9,3072315392
2025.0,9.0,Екатеринбург,Академический,Корпус 3,62278928,51238716,432.2,7590102.0,2,119771448
2025.0,9.0,Екатеринбург,Энергетик,Корпус 2,229033776,182653712,1289.8,49033284,9,1830817792
2025.0,9.0,Верхняя Пышма,Таёжный,Корпус 2,13620987,11138557,101.3,3518596.5,1,13620987
2025.0,8.0,Верхняя Пышма,Таёжный,Корпус 2,14172125,11479421,104.4,7630956.5,2,23253688
2025.0,8.0,Верхняя Пышма,Таёжный,Корпус 3,18196072,14738818,136.4,3259396.5,1,18196072
2025.0,8.0,Екатеринбург,Энергетик,Корпус 3,172150400,137421744,980.6,43236464,7,1026587840
2025.0,8.0,Екатеринбург,Энергетик,Корпус 4,193986400,154672176,1109.6,17250446,2,376270688
2025.0,8.0,Екатеринбург,Маяковский,Корпус 1,10825368,8443787.0,70.1,8443787.0,1,10825368
2025.0,8.0,Екатеринбург,Академический,Корпус 1,39848612,32950602,284.3,19220488,4,120814872
2025.0,8.0,Екатеринбург,Академический,Корпус 2,63852296,52924296,453.9,19973694,5,271473920
2025.0,8.0,Екатеринбург,Энергетик,Корпус 5,255566608,203612976,1422.3,48940800,8,1813902080
2025.0,8.0,Екатеринбург,Энергетик,Корпус 2,118362720,94185272,672.9,30860504,5,498286432
2025.0,8.0,Екатеринбург,Академический,Корпус 4,116932864,96606616,841.2,23558074,5,532465312
2025.0,8.0,Екатеринбург,Академический,Корпус 3,88203504,73048544,634.0,20124246,4,319827616
2025.0,8.0,Верхняя Пышма,Таёжный,Корпус 1,4751191.5,3848465.0,35.0,3848465.0,1,4751191.5
2025.0,7.0,Екатеринбург,Энергетик,Корпус 2,162588016,129152856,917.5,51917124,8,1062049856
2025.0,7.0,Екатеринбург,Энергетик,Корпус 5,236564768,188095248,1308.0,33766568,5,1090176512
2025.0,7.0,Екатеринбург,Академический,Корпус 4,69358344,56921344,492.7,20831144,4,236817792
2025.0,7.0,Верхняя Пышма,Таёжный,Корпус 3,19241000,15670769,154.5,6416937.0,2,34080808
2025.0,7.0,Екатеринбург,Академический,Корпус 3,43954508,36090200,312.8,3937157.8,1,43954508
2025.0,7.0,Верхняя Пышма,Таёжный,Корпус 1,3973551.8,3218577.0,32.0,3218577.0,1,3973551.8
2025.0,7.0,Верхняя Пышма,Таёжный,Корпус 2,11424484,9253832.0,91.5,6035255.0,1,11424484
2025.0,7.0,Екатеринбург,Академический,Корпус 1,20965020,17238818,154.4,3654174.5,1,20965020
2025.0,7.0,Екатеринбург,Энергетик,Корпус 3,187656944,149383888,1059.0,20231038,4,705539328
2025.0,7.0,Екатеринбург,Маяковский,Корпус 2,21268754,16589629,107.1,16589629,1,21268754
2025.0,7.0,Екатеринбург,Академический,Корпус 2,39153096,32153040,280.8,14914222,3,96282608
2025.0,7.0,Екатеринбург,Энергетик,Корпус 4,193822288,154328672,1091.0,4944788.0,1,193822288
2025.0,6.0,Екатеринбург,Энергетик,Корпус 5,251850000,200178464,1426.7,20995440,3,729899072
2025.0,6.0,Екатеринбург,Академический,Корпус 1,16325400,13386828,120.0,9694133.0,2,25284998
2025.0,6.0,Екатеринбург,Энергетик,Корпус 1,142955840,113924096,825.2,5278487.0,1,142955840
2025.0,6.0,Екатеринбург,Энергетик,Корпус 4,225273504,179183024,1278.2,18978050,3,647510912
2025.0,6.0,Екатеринбург,Маяковский,Корпус 1,6714810.0,5237552.0,36.0,5237552.0,1,6714810.0
2025.0,6.0,Екатеринбург,Академический,Корпус 4,97483328,80642880,700.0,29014168,6,489235168
2025.0,6.0,Верхняя Пышма,Таёжный,Корпус 1,8305081.0,6727115.5,63.9,6727115.5,2,12266215
2025.0,6.0,Верхняя Пышма,Таёжный,Корпус 2,12947674,10487616,98.1,3760500.0,1,12947674
2025.0,6.0,Екатеринбург,Академический,Корпус 2,29331074,24373960,209.3,10987131,3,73955096
2025.0,6.0,Екатеринбург,Энергетик,Корпус 2,167711664,133481200,964.4,19557102,4,642888256
2025.0,6.0,Екатеринбург,Энергетик,Корпус 3,201250656,160204976,1150.2,26723780,4,751647168
2025.0,6.0,Екатеринбург,Академический,Корпус 3,62174464,51628712,454.0,27254752,5,255120416
2025.0,5.0,Екатеринбург,Академический,Корпус 2,50114736,41094084,353.8,18109808,3,128054480
2025.0,5.0,Екатеринбург,Энергетик,Корпус 3,217941120,174539152,1214.2,37359080,6,1198138368
2025.0,5.0,Екатеринбург,Энергетик,Корпус 5,271958688,217443808,1509.1,8274779.0,1,271958688
2025.0,5.0,Екатеринбург,Энергетик,Корпус 2,170651152,137180064,962.4,23110678,4,637011328
2025.0,5.0,Екатеринбург,Академический,Корпус 4,77337176,63739452,542.9,4072497.8,1,77337176
2025.0,5.0,Екатеринбург,Энергетик,Корпус 4,261484288,209169024,1453.6,34629876,6,1454816768
2025.0,5.0,Екатеринбург,Академический,Корпус 1,28029606,22984278,195.2,22984278,5,85305544
2025.0,5.0,Екатеринбург,Академический,Корпус 3,72370712,59666956,509.8,18572872,4,260243008
2025.0,5.0,Екатеринбург,Энергетик,Корпус 1,141633472,114069392,805.2,24905298,3,382383648
2025.0,4.0,Екатеринбург,Энергетик,Корпус 3,177795136,142580000,1000.2,10522565,3,525694848
2025.0,4.0,Екатеринбург,Энергетик,Корпус 2,165257088,132057440,928.6,16415167,4,629093824
2025.0,4.0,Екатеринбург,Академический,Корпус 3,71634696,59551748,494.2,12844977,3,199896672
2025.0,4.0,Екатеринбург,Академический,Корпус 1,22871090,18960994,159.2,18960994,4,61598568
2025.0,4.0,Екатеринбург,Энергетик,Корпус 4,208581392,166901152,1162.7,24321146,4,789866816
2025.0,4.0,Верхняя Пышма,Таёжный,Корпус 3,29255158,24567766,249.2,5319973.0,1,29255158
2025.0,4.0,Екатеринбург,Энергетик,Корпус 5,247409696,198063120,1374.3,31161972,5,1153325568
2025.0,4.0,Екатеринбург,Академический,Корпус 2,56327192,46706772,389.8,27745778,6,247455120
2025.0,4.0,Екатеринбург,Маяковский,Корпус 2,6733462.5,5252100.5,36.1,5252100.5,1,6733462.5
2025.0,4.0,Верхняя Пышма,Таёжный,Корпус 1,23147042,19247794,192.2,19247794,4,57234276
2025.0,4.0,Екатеринбург,Академический,Корпус 4,84752640,70308464,590.7,10756718,2,160843648
2025.0,4.0,Екатеринбург,Энергетик,Корпус 1,144714736,115642272,816.8,42426068,7,848344896
2025.0,3.0,Верхняя Пышма,Таёжный,Корпус 1,20968156,17159662,160.4,17159662,4,53296880
2025.0,3.0,Екатеринбург,Академический,Корпус 4,77440504,63623016,529.8,8205283.0,2,149614448
2025.0,3.0,Екатеринбург,Энергетик,Корпус 4,186918992,148778624,1030.4,21699966,3,528095360
2025.0,3.0,Верхняя Пышма,Таёжный,Корпус 2,25190054,20579400,194.4,3419738.0,1,25190054
2025.0,3.0,Екатеринбург,Академический,Корпус 3,67434056,55417732,459.6,14494781,3,184160480
2025.0,3.0,Екатеринбург,Академический,Корпус 2,49757496,40922952,336.7,21212556,5,192770560
2025.0,3.0,Екатеринбург,Энергетик,Корпус 1,135538512,107602928,746.5,14206439,4,522044480
2025.0,3.0,Екатеринбург,Академический,Корпус 1,23888526,19710396,160.2,19710396,5,70808824
2025.0,3.0,Екатеринбург,Маяковский,Корпус 1,5409152.5,4219139.0,29.0,4219139.0,1,5409152.5
2025.0,3.0,Екатеринбург,Маяковский,Корпус 2,12161267,9485788.0,65.2,5266649.5,1,12161267
2025.0,3.0,Екатеринбург,Энергетик,Корпус 5,215835312,172021584,1173.5,23242964,4,820003456
2025.0,3.0,Екатеринбург,Энергетик,Корпус 3,160191328,127078656,872.7,14880722,3,459722944
2025.0,3.0,Екатеринбург,Энергетик,Корпус 2,141354976,112197936,776.4,4595006.5,2,282116032
2025.0,2.0,Екатеринбург,Энергетик,Корпус 4,235405920,189826816,1327.0,29104752,5,1101190400
2025.0,2.0,Екатеринбург,Академический,Корпус 2,10320035,8462429.0,72.4,8462429.0,2,15208473
2025.0,2.0,Екатеринбург,Академический,Корпус 4,22598152,18582714,159.7,3481924.0,1,22598152
2025.0,2.0,Екатеринбург,Энергетик,Корпус 2,187075504,150724304,1060.7,14216266,3,543262528
2025.0,2.0,Екатеринбург,Энергетик,Корпус 5,241964576,195008160,1358.9,5181346.0,1,241964576
2025.0,2.0,Екатеринбург,Академический,Корпус 3,18415598,15100790,131.4,6638361.5,2,36306040
2025.0,2.0,Верхняя Пышма,Таёжный,Корпус 1,4330371.5,3507601.0,31.9,3507601.0,1,4330371.5
2025.0,2.0,Екатеринбург,Энергетик,Корпус 3,199365296,160722048,1125.4,9997744.0,2,391297760
2025.0,2.0,Верхняя Пышма,Таёжный,Корпус 3,8983060.0,7276278.5,68.9,3768677.2,1,8983060.0
2025.0,2.0,Екатеринбург,Энергетик,Корпус 1,169706144,136508048,968.7,31672012,6,931996736
2025.0,1.0,Екатеринбург,Энергетик,Корпус 1,124910368,99170232,719.7,7935165.5,1,124910368
2025.0,1.0,Екатеринбург,Энергетик,Корпус 4,176324784,140170144,1011.0,5624696.5,1,176324784
2025.0,1.0,Екатеринбург,Энергетик,Корпус 5,181374880,144159712,1038.0,3989578.5,1,181374880
2025.0,1.0,Екатеринбург,Энергетик,Корпус 3,169204912,134545440,974.6,8909220.0,2,331859296
2025.0,1.0,Екатеринбург,Энергетик,Корпус 2,158163760,125636224,910.9,26465992,4,574736704
2025.0,1.0,Екатеринбург,Академический,Корпус 4,31250100,26008730,232.8,9948035.0,2,58163924
2025.0,1.0,Екатеринбург,Академический,Корпус 2,6215919.0,5480702.5,49.0,5480702.5,1,6215919.0
2025.0,1.0,Екатеринбург,Академический,Корпус 3,19118350,16060696,140.4,10579993,2,33450292
2024.0,53.0,Екатеринбург,Энергетик,Корпус 4,98989528,79099560,599.2,9464948.0,2,191989200
2024.0,53.0,Екатеринбург,Энергетик,Корпус 3,87008576,69634616,528.7,7748415.0,2,173476992
2024.0,53.0,Екатеринбург,Энергетик,Корпус 5,125788848,100412296,758.9,21312734,3,348538048
2024.0,53.0,Екатеринбург,Энергетик,Корпус 1,46073696,37149620,288.7,9124961.0,2,86318456
2024.0,53.0,Екатеринбург,Энергетик,Корпус 2,77385816,61886196,468.8,24736578,5,334522336
2024.0,53.0,Екатеринбург,Академический,Корпус 4,40740944,33657444,314.8,16258033,4,129192832
2024.0,53.0,Екатеринбург,Академический,Корпус 2,13532651,11346646,105.1,11346646,3,27561074
2024.0,53.0,Екатеринбург,Академический,Корпус 3,20914072,17399412,164.6,6052765.5,1,20914072
2024.0,52.0,Екатеринбург,Энергетик,Корпус 4,331966624,265573840,2066.9,26060624,5,1585949824
2024.0,52.0,Екатеринбург,Энергетик,Корпус 3,298978496,239513216,1870.2,41140408,7,1920334592
2024.0,52.0,Екатеринбург,Энергетик,Корпус 1,202005728,162146224,1293.1,16102690,3,586758336
2024.0,52.0,Верхняя Пышма,Таёжный,Корпус 1,12044732,9756233.0,101.0,9756233.0,2,16742419
